0.000000	-2334.304432	-2378.449127	-2534.330193	-2601.005447	-73038.974171	-93750.011176	-93750.011176	-93750.011176	73856.265707	73845.067483	73914.983739	73917.129507	73877.075181	73941.269391	-93750.011176	73901.460934	0.012000	-0.092000	0.448000	192.000000	0.000000	48.000000	126.500000	16.000000	7.000000	0.000000	0.000000	0.000000	0.000000	1738955460.615095	0.000000
2.000000	-4710.697199	-4761.793287	-5065.777012	-5197.182917	-146082.552800	-187500.022352	-187500.022352	-187500.022352	-4975.386557	-5110.614611	-5098.723483	-5129.725352	4342.005174	4397.169280	-187500.022352	4264.019938	0.012000	-0.092000	0.448000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738955460.615157	0.000000
4.000000	-4608.482672	-4734.747676	-5058.423288	-5203.754330	-146054.099030	-187500.022352	-187500.022352	-187500.022352	-4937.008612	-5107.463015	-5086.117099	-5130.999402	4340.328794	4395.492899	-187500.022352	4262.343557	0.012000	-0.092000	0.448000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738955460.615174	0.000000
6.000000	-4723.527101	-4765.414270	-5061.418421	-5190.455042	-146078.708300	-187500.022352	-187500.022352	-187500.022352	-4964.456554	-5104.624343	-5087.480555	-5121.611669	4334.964375	4390.217887	-187500.022352	4257.068545	0.012000	-0.092000	0.448000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738955460.615194	0.000000
8.000000	-4668.854734	-4743.151932	-5057.775087	-5203.195537	-146047.035879	-187500.022352	-187500.022352	-187500.022352	-4939.668469	-5106.658352	-5082.093785	-5126.707867	4336.171369	4391.447233	-187500.022352	4258.230836	0.016000	0.348000	0.532000	192.000000	0.000000	64.000000	5.000000	112.000000	8.000000	80.000000	0.000000	0.000000	0.000000	1738955460.615211	0.000000
10.000000	-4738.458066	-4778.557095	-5062.625416	-5190.052711	-146078.440080	-187500.022352	-187500.022352	-187500.022352	-4961.148496	-5106.345428	-5084.843050	-5121.701076	4332.975070	4388.295637	-187500.022352	4255.012185	0.016000	0.348000	0.532000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738955460.615228	0.000000
12.000000	-4698.895478	-4754.305453	-5056.813962	-5202.502632	-146045.024222	-187500.022352	-187500.022352	-187500.022352	-4949.391478	-5110.011114	-5082.563172	-5125.791445	4333.958546	4389.212059	-187500.022352	4256.040365	0.016000	0.348000	0.532000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738955460.615240	0.000000
14.000000	-4752.360851	-4790.805851	-5061.664291	-5188.845717	-146082.575152	-187500.022352	-187500.022352	-187500.022352	-4961.975510	-5110.324038	-5083.703111	-5123.220995	4330.069343	4385.434614	-187500.022352	4252.240569	0.016000	0.348000	0.532000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738955460.615253	0.000000
16.000000	-4713.111188	-4767.761203	-5056.210465	-5202.279115	-146050.701565	-187500.022352	-187500.022352	-187500.022352	-4962.154324	-5113.140358	-5082.563172	-5124.025658	4328.258852	4383.624123	-187500.022352	4250.318319	0.016000	0.348000	0.532000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1738955460.673916	0.000000
18.000000	-4772.030386	-4808.597840	-5063.765355	-5188.912772	-146089.861821	-187500.022352	-187500.022352	-187500.022352	-4967.742260	-5116.962506	-5085.580657	-5127.490178	4327.364782	4382.595942	-187500.022352	4249.468952	0.022000	0.576000	0.578000	192.000000	0.000000	88.000000	9.000000	0.000000	9.000000	8.000000	0.000000	0.000000	0.000000	1738955460.673939	0.000000
