0.0,-8805.961466546234,11150.480645952302,-93750.01117587223,-25427.724472013055,-10440.097503673733,-15004.234314469615,93749.98882412778,93749.98882412778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,0.914,0.432,192.0,126.5,24.0,14.0,72.0,6.5,64.0,0.0,0.0,0.0,1739561001.245674,0.0,-44.0
120.0,-17664.427180817984,22184.39694457018,-187500.02235174447,-51017.119111671345,-20951.05003727079,-30161.131043568977,187500.0,187500.0,-22348.74932155005,-187500.02235174447,-35341.12546934193,-187500.02235174447,-4953.280681762777,-30358.742816298345,-58733.634201721456,-71004.85366640732,-0.086375,0.9065000000000001,0.45209374999999996,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1739561001.2462053,0.0,-44.0
120.0,-17664.427180817984,22184.39694457018,-187500.02235174447,-51017.119111671345,-20951.05003727079,-30161.131043568977,187500.0,187500.0,-22348.74932155005,-187500.02235174447,-35341.12546934193,-187500.02235174447,-4953.280681762777,-30358.742816298345,-58733.634201721456,-71004.85366640732,-0.086375,0.9065000000000001,0.45209374999999996,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1739561001.2462053,0.0,-44.0
120.0,-17664.427180817984,22184.39694457018,-187500.02235174447,-51017.119111671345,-20951.05003727079,-30161.131043568977,187500.0,187500.0,-22348.74932155005,-187500.02235174447,-35341.12546934193,-187500.02235174447,-4953.280681762777,-30358.742816298345,-58733.634201721456,-71004.85366640732,-0.086375,0.9065000000000001,0.45209374999999996,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1739561001.2462053,0.0,-44.0
120.0,-17664.427180817984,22184.39694457018,-187500.02235174447,-51017.119111671345,-20951.05003727079,-30161.131043568977,187500.0,187500.0,-22348.74932155005,-187500.02235174447,-35341.12546934193,-187500.02235174447,-4953.280681762777,-30358.742816298345,-58733.634201721456,-71004.85366640732,-0.086375,0.9065000000000001,0.45209374999999996,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1739561001.2462053,0.0,-44.0
120.0,-17664.427180817984,22184.39694457018,-187500.02235174447,-51017.119111671345,-20951.05003727079,-30161.131043568977,187500.0,187500.0,-22348.74932155005,-187500.02235174447,-35341.12546934193,-187500.02235174447,-4953.280681762777,-30358.742816298345,-58733.634201721456,-71004.85366640732,-0.086375,0.9065000000000001,0.45209374999999996,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1739561001.2462053,0.0,-44.0
120.0,-17664.427180817984,22184.39694457018,-187500.02235174447,-51017.119111671345,-20951.05003727079,-30161.131043568977,187500.0,187500.0,-22348.74932155005,-187500.02235174447,-35341.12546934193,-187500.02235174447,-4953.280681762777,-30358.742816298345,-58733.634201721456,-71004.85366640732,-0.086375,0.9065000000000001,0.45209374999999996,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1739561001.2462053,0.0,-44.0
120.0,-17664.427180817984,22184.39694457018,-187500.02235174447,-51017.119111671345,-20951.05003727079,-30161.131043568977,187500.0,187500.0,-22348.74932155005,-187500.02235174447,-35341.12546934193,-187500.02235174447,-4953.280681762777,-30358.742816298345,-58733.634201721456,-71004.85366640732,-0.086375,0.9065000000000001,0.45209374999999996,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1739561001.2462053,0.0,-44.0
120.0,-17664.427180817984,22184.39694457018,-187500.02235174447,-51017.119111671345,-20951.05003727079,-30161.131043568977,187500.0,187500.0,-22348.74932155005,-187500.02235174447,-35341.12546934193,-187500.02235174447,-4953.280681762777,-30358.742816298345,-58733.634201721456,-71004.85366640732,-0.086375,0.9065000000000001,0.45209374999999996,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1739561001.2462053,0.0,-44.0
120.0,-17664.427180817984,22184.39694457018,-187500.02235174447,-51017.119111671345,-20951.05003727079,-30161.131043568977,187500.0,187500.0,-22348.74932155005,-187500.02235174447,-35341.12546934193,-187500.02235174447,-4953.280681762777,-30358.742816298345,-58733.634201721456,-71004.85366640732,-0.086375,0.9065000000000001,0.45209374999999996,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1739561001.2462053,0.0,-44.0
